,Date,NIFTY,SBI,CRUDE,VIX,USDINR,NIFTY_return_1d,NIFTY_return_7d,NIFTY_return_30d,NIFTY_MA_50,NIFTY_MA_200,RSI,VIX_lag1,VIX_lag7,CRUDE_lag7,TARGET
2124,2017-03-16,9153.7001953125,255.40499877929688,48.75,11.90999984741211,65.62049865722656,0.0075841396735512046,0.021225085860296478,0.0603457988836118,8662.928955078125,8467.489248046875,71.56704511896824,12.420000076293944,13.640000343322754,53.20000076293945,1
2125,2017-03-17,9160.0498046875,250.6956024169922,48.77999877929688,11.850000381469728,65.40450286865234,0.0006936658662091144,0.023823827779042794,0.06993681025773335,8684.05794921875,8473.787497558595,71.2250080353971,11.90999984741211,13.880000114440918,53.13999938964844,1
2126,2017-03-20,9126.849609375,250.4669647216797,48.220001220703125,12.020000457763672,65.46810150146484,-0.0036244557639315556,0.022696436596752356,0.047089302964038016,8702.8789453125,8480.34724609375,72.56578531610081,11.850000381469728,14.079999923706056,50.27999877929688,1
2127,2017-03-21,9121.5,249.04959106445312,47.34000015258789,11.9399995803833,65.33529663085938,-0.0005861397529225432,0.021787834658899996,0.04433694936600174,8721.4639453125,8486.65099609375,74.27738073302781,12.020000457763672,14.390000343322754,49.27999877929688,1
2128,2017-03-22,9030.4501953125,244.614501953125,48.040000915527344,12.270000457763672,65.49500274658203,-0.009981889457600146,0.010733656728253438,0.03311996905728276,8738.26294921875,8492.349497070312,58.09198587015781,11.9399995803833,13.960000038146973,48.4900016784668,1
2129,2017-03-23,9086.2998046875,245.5289459228516,47.70000076293945,11.84000015258789,65.36499786376953,0.006184587497530369,-7.705461786067236e-05,0.032410906236216785,8754.51294921875,8498.430246582031,67.50488876344983,12.270000457763672,12.399999618530272,47.720001220703125,1
2130,2017-03-24,9108.0,252.84454345703125,47.970001220703125,11.979999542236328,65.44439697265625,0.002388232369495924,0.002553737650941912,0.0387418545076319,8771.796953125,8505.053247070313,69.05041840005516,11.84000015258789,12.420000076293944,48.86000061035156,1
2131,2017-03-27,9045.2001953125,255.5421905517578,47.72999954223633,12.4399995803833,65.39309692382812,-0.006895015885759803,-0.011853130175222604,0.03149148388658762,8787.9799609375,8511.530747070312,57.44196631770596,11.979999542236328,11.90999984741211,48.75,1
2132,2017-03-28,9100.7998046875,257.9654541015625,48.369998931884766,12.119999885559082,65.04499816894531,0.006146863328001739,-0.00646830544192889,0.036726442143925286,8804.22396484375,8518.379497070313,63.08001573655545,12.4399995803833,11.850000381469728,48.77999877929688,1
2133,2017-03-29,9143.7998046875,263.77215576171875,49.5099983215332,12.09000015258789,65.11000061035156,0.004724859454424246,0.001857179206184112,0.03983033106985934,8819.486953125,8525.35424560547,68.03025149685227,12.119999885559082,12.020000457763672,48.220001220703125,1
2134,2017-03-30,9173.75,266.14971923828125,50.34999847412109,12.149999618530272,64.77999877929688,0.003275464899958447,0.0057282245244751895,0.0418737205911337,8834.81794921875,8531.54849609375,69.40013390416638,12.09000015258789,11.9399995803833,47.34000015258789,1
2135,2017-03-31,9173.75,268.2986755371094,50.59999847412109,12.420000076293944,64.79000091552734,0.0,0.01586851171183956,0.04338457557022046,8850.28595703125,8537.068996582031,69.03249668599383,12.149999618530272,12.270000457763672,48.040000915527344,1
2136,2017-04-03,9237.849609375,268.0700988769531,50.2400016784668,11.489999771118164,64.79669952392578,0.006987285393105225,0.01667893509405416,0.058815707425476704,8867.08294921875,8542.474995117187,63.96629355707854,12.420000076293944,11.84000015258789,47.70000076293945,1
2137,2017-04-05,9265.150390625,271.9107666015625,51.150001525878906,11.550000190734863,65.05000305175781,0.002955317785461098,0.017254105250878338,0.05549674078662559,8884.04595703125,8548.00024658203,65.95600928266688,11.489999771118164,11.979999542236328,47.970001220703125,1
2138,2017-04-06,9261.9501953125,267.79571533203125,51.70000076293945,11.289999961853027,65.04000091552734,-0.00034540133484917135,0.0239629853756389,0.04990534593704865,8900.58296875,8553.41024658203,60.83693756403539,11.550000190734863,12.4399995803833,47.72999954223633,1
2139,2017-04-07,9198.2998046875,264.6866149902344,52.2400016784668,11.6899995803833,64.58000183105469,-0.006872244968150865,0.010713344111775935,0.032606095528018075,8917.56197265625,8558.306994628907,53.43511450381679,11.289999961853027,12.119999885559082,48.369998931884766,1
2140,2017-04-10,9181.4501953125,264.59521484375,53.08000183105469,11.619999885559082,64.26000213623047,-0.0018318178068531532,0.0041175869364176165,0.028514914869536057,8933.3609765625,8563.110246582031,55.051873162392546,11.6899995803833,12.09000015258789,49.5099983215332,1
2141,2017-04-11,9237.0,269.3045959472656,53.400001525878906,11.399999618530272,64.57499694824219,0.006050221207523521,0.006894672298678239,0.033279266178197986,8948.58498046875,8568.289997558593,59.77819813682467,11.619999885559082,12.149999618530272,50.34999847412109,1
2142,2017-04-12,9203.4501953125,265.3267517089844,53.11000061035156,11.630000114440918,64.62999725341797,-0.003632110499891761,0.0032375195871372497,0.034479075754583866,8960.598984375,8572.974997558595,66.22586069823079,11.399999618530272,12.420000076293944,50.59999847412109,1
2143,2017-04-13,9150.7998046875,266.60693359375,53.18000030517578,11.579999923706056,64.5,-0.005720723153564311,-0.009423167551803169,0.030541939641757,8970.78998046875,8577.363747558593,56.08604948601042,11.630000114440918,11.489999771118164,50.2400016784668,1
2144,2017-04-17,9139.2998046875,265.0981140136719,52.650001525878906,11.890000343322754,64.45369720458984,-0.0012567207506942735,-0.01358322106296761,0.021630262718220994,8980.9209765625,8582.042248535156,53.011332780881396,11.579999923706056,11.550000190734863,51.150001525878906,1
2145,2017-04-18,9105.150390625,265.46392822265625,52.40999984741211,12.380000114440918,64.4083023071289,-0.003736545992832463,-0.016929458848402912,0.02307934387201893,8991.79798828125,8586.717751464843,56.104288683166445,11.890000343322754,11.289999961853027,51.70000076293945,1
2146,2017-04-19,9103.5,259.74859619140625,50.43999862670898,12.220000267028809,64.56999969482422,-0.00018125901870869043,-0.010306231227556806,0.023146843775350368,8999.53998046875,8591.682250976562,50.30887573700097,12.380000114440918,11.6899995803833,52.2400016784668,1
2147,2017-04-20,9136.400390625,260.4344482421875,50.27000045776367,11.5600004196167,64.64669799804688,0.003614037526775471,-0.0049066110177780065,0.019295047280225353,9007.58298828125,8596.820002441405,49.13356005388234,12.220000267028809,11.619999885559082,53.08000183105469,1
2148,2017-04-21,9119.400390625,258.0569152832031,49.619998931884766,11.420000076293944,64.66000366210938,-0.0018606890321317682,-0.012731364011583812,0.01928042030966992,9015.1519921875,8601.384006347656,43.4368425521477,11.5600004196167,11.399999618530272,53.400001525878906,1
2149,2017-04-24,9217.9501953125,261.5775146484375,49.22999954223633,11.630000114440918,64.63999938964844,0.010806610135114969,0.0015754961120324484,0.03290458602374158,9023.49,8606.77000732422,54.31136800513618,11.420000076293944,11.630000114440918,53.11000061035156,1
2150,2017-04-25,9306.599609375,261.5775146484375,49.560001373291016,11.15999984741211,64.38999938964844,0.00961704198701141,0.01702581282651283,0.04252264023468122,9034.25599609375,8612.45200439453,56.39951131004542,11.630000114440918,11.579999923706056,53.18000030517578,1
